LocalTime,Symbol,EventType,Side,FillSize,FillPrice,FillExchange,SymbolBought,SymbolSold,SymbolPosition,SymbolNotional,ExchangeBought,ExchangeSold,TotalBought,TotalSold,TotalBoughtNotional,TotalSoldNotional
1900-01-01 10:14:15,LMA,TRADE,b,7112,7.06,NYSE,124460,152908,-28448,50210.719999999994,366276,67765,589200,503127,3548337.3400000003,3591780.39
1900-01-01 10:14:35,LMA,TRADE,t,7112,7.07,NASDAQ,124460,160020,-35560,50281.840000000004,222924,442474,589200,510239,3548337.3400000003,3642062.23
1900-01-01 10:15:21,LMA,TRADE,b,7112,7.07,NYSE,131572,160020,-28448,50281.840000000004,373388,67765,596312,510239,3598619.18,3642062.23
1900-01-01 10:15:48,LMA,TRADE,t,7112,7.07,NASDAQ,131572,167132,-35560,50281.840000000004,222924,449586,596312,517351,3598619.18,3692344.07
1900-01-01 10:15:53,ALY,TRADE,t,7112,9.39,NYSE,0,7112,-7112,66781.68000000001,373388,74877,596312,524463,3598619.18,3759125.75
1900-01-01 10:16:32,ALY,TRADE,b,7112,9.38,NASDAQ,7112,7112,0,66710.56000000001,230036,449586,603424,524463,3665329.74,3759125.75
1900-01-01 10:16:47,ALY,TRADE,t,7112,9.39,NASDAQ,7112,14224,-7112,66781.68000000001,230036,456698,603424,531575,3665329.74,3825907.43
1900-01-01 10:17:34,ALY,TRADE,b,7112,9.38,NASDAQ,14224,14224,0,66710.56000000001,237148,456698,610536,531575,3732040.3000000003,3825907.43
1900-01-01 10:18:27,LMA,TRADE,b,14224,7.03,NASDAQ,145796,167132,-21336,99994.72,251372,456698,624760,531575,3832035.0200000005,3825907.43
1900-01-01 10:18:53,LMA,TRADE,t,7112,7.03,NASDAQ,145796,174244,-28448,49997.36,251372,463810,624760,538687,3832035.0200000005,3875904.79
1900-01-01 10:19:30,LMA,TRADE,t,7112,7.03,NASDAQ,145796,181356,-35560,49997.36,251372,470922,624760,545799,3832035.0200000005,3925902.15
1900-01-01 10:20:00,W,TRADE,t,7112,5.75,NASDAQ,14224,21336,-7112,40894.0,251372,478034,624760,552911,3832035.0200000005,3966796.15
1900-01-01 10:20:56,W,TRADE,t,7112,5.75,NYSE,14224,28448,-14224,40894.0,373388,81989,624760,560023,3832035.0200000005,4007690.15
1900-01-01 10:20:58,W,TRADE,b,7112,5.75,NASDAQ,21336,28448,-7112,40894.0,258484,478034,631872,560023,3872929.0200000005,4007690.15
1900-01-01 10:21:13,W,TRADE,b,7112,5.75,NASDAQ,28448,28448,0,40894.0,265596,478034,638984,560023,3913823.0200000005,4007690.15
1900-01-01 10:21:30,LMA,TRADE,t,7112,2.22,NASDAQ,145796,188468,-42672,15788.640000000001,265596,485146,638984,567135,3913823.0200000005,4023478.79
1900-01-01 10:21:35,LMA,TRADE,t,7112,2.22,NYSE,145796,195580,-49784,15788.640000000001,373388,89101,638984,574247,3913823.0200000005,4039267.43
1900-01-01 10:22:35,LMA,TRADE,b,7112,2.22,NASDAQ,152908,195580,-42672,15788.640000000001,272708,485146,646096,574247,3929611.6600000006,4039267.43
1900-01-01 10:23:00,LMA,TRADE,t,7112,2.22,NASDAQ,152908,202692,-49784,15788.640000000001,272708,492258,646096,581359,3929611.6600000006,4055056.0700000003
1900-01-01 10:23:48,LMA,TRADE,b,7112,10.62,NYSE,160020,202692,-42672,75529.43999999999,380500,89101,653208,581359,4005141.1000000006,4055056.0700000003
1900-01-01 10:23:51,LMA,TRADE,t,7112,7.04,NASDAQ,160020,209804,-49784,50068.48,272708,499370,653208,588471,4005141.1000000006,4105124.5500000003
1900-01-01 10:24:03,LMA,TRADE,b,7112,7.04,NASDAQ,167132,209804,-42672,50068.48,279820,499370,660320,588471,4055209.5800000005,4105124.5500000003
1900-01-01 10:24:52,LMA,TRADE,t,7112,10.62,NASDAQ,167132,216916,-49784,75529.43999999999,279820,506482,660320,595583,4055209.5800000005,4180653.99
1900-01-01 10:25:36,H,TRADE,b,7112,8.27,NASDAQ,7112,0,7112,58816.24,286932,506482,667432,595583,4114025.8200000008,4180653.99
1900-01-01 10:26:28,H,TRADE,b,7112,8.27,NYSE,14224,0,14224,58816.24,387612,89101,674544,595583,4172842.060000001,4180653.99
1900-01-01 10:26:43,H,TRADE,t,7112,8.27,NASDAQ,14224,7112,7112,58816.24,286932,513594,674544,602695,4172842.060000001,4239470.23
1900-01-01 10:27:10,H,TRADE,t,7112,8.27,NASDAQ,14224,14224,0,58816.24,286932,520706,674544,609807,4172842.060000001,4298286.470000001
1900-01-01 10:27:30,H,TRADE,b,7112,8.27,NASDAQ,21336,14224,7112,58816.24,294044,520706,681656,609807,4231658.300000001,4298286.470000001
1900-01-01 10:27:59,H,TRADE,t,7112,8.27,NASDAQ,21336,21336,0,58816.24,294044,527818,681656,616919,4231658.300000001,4357102.710000001
1900-01-01 10:28:18,H,TRADE,b,7112,8.27,NASDAQ,28448,21336,7112,58816.24,301156,527818,688768,616919,4290474.540000001,4357102.710000001
1900-01-01 10:28:49,H,TRADE,t,7112,8.27,NASDAQ,28448,28448,0,58816.24,301156,534930,688768,624031,4290474.540000001,4415918.950000001
1900-01-01 10:29:38,LMA,TRADE,b,14011,20.98,NYSE,181143,216916,-35773,293950.78,401623,89101,702779,624031,4584425.320000001,4415918.950000001
1900-01-01 10:30:23,LMA,TRADE,b,14224,20.98,NASDAQ,195367,216916,-21549,298419.52,315380,534930,717003,624031,4882844.840000002,4415918.950000001
1900-01-01 10:30:59,LMA,TRADE,b,355,20.98,NASDAQ,195722,216916,-21194,7447.900000000001,315735,534930,717358,624031,4890292.740000002,4415918.950000001
1900-01-01 10:31:34,LMA,TRADE,b,6970,20.98,NASDAQ,202692,216916,-14224,146230.6,322705,534930,724328,624031,5036523.340000002,4415918.950000001
1900-01-01 10:32:19,LMA,TRADE,b,14224,2.22,NASDAQ,216916,216916,0,31577.280000000002,336929,534930,738552,624031,5068100.620000002,4415918.950000001
1900-01-01 10:32:53,LMA,TRADE,t,7112,2.22,NASDAQ,216916,224028,-7112,15788.640000000001,336929,542042,738552,631143,5068100.620000002,4431707.590000001
1900-01-01 10:33:17,LMA,TRADE,t,7112,2.22,NYSE,216916,231140,-14224,15788.640000000001,401623,96213,738552,638255,5068100.620000002,4447496.23
1900-01-01 10:33:30,LMA,TRADE,b,7112,2.22,NASDAQ,224028,231140,-7112,15788.640000000001,344041,542042,745664,638255,5083889.260000002,4447496.23
1900-01-01 10:33:47,LMA,TRADE,b,7112,2.22,NASDAQ,231140,231140,0,15788.640000000001,351153,542042,752776,638255,5099677.900000001,4447496.23
1900-01-01 10:34:03,LMA,TRADE,t,7112,2.22,NASDAQ,231140,238252,-7112,15788.640000000001,351153,549154,752776,645367,5099677.900000001,4463284.87
1900-01-01 10:34:08,LMA,TRADE,b,7112,2.22,NASDAQ,238252,238252,0,15788.640000000001,358265,549154,759888,645367,5115466.540000001,4463284.87
1900-01-01 10:34:54,LMA,TRADE,b,85347,2.55,NASDAQ,323599,238252,85347,217634.84999999998,443612,549154,845235,645367,5333101.390000001,4463284.87
1900-01-01 10:35:15,LMA,TRADE,b,7112,2.55,NYSE,330711,238252,92459,18135.6,408735,96213,852347,645367,5351236.99,4463284.87
1900-01-01 10:36:07,LMA,TRADE,b,7112,2.55,NYSE,337823,238252,99571,18135.6,415847,96213,859459,645367,5369372.59,4463284.87
1900-01-01 10:36:47,LMA,TRADE,b,7112,2.55,NASDAQ,344935,238252,106683,18135.6,450724,549154,866571,645367,5387508.1899999995,4463284.87
1900-01-01 10:37:42,LMA,TRADE,b,7112,2.55,NYSE,352047,238252,113795,18135.6,422959,96213,873683,645367,5405643.789999999,4463284.87
1900-01-01 10:38:18,LMA,TRADE,b,92459,2.55,NYSE,444506,238252,206254,235770.44999999998,515418,96213,966142,645367,5641414.239999999,4463284.87
1900-01-01 10:39:07,LMA,TRADE,t,85347,2.55,NASDAQ,444506,323599,120907,217634.84999999998,450724,634501,966142,730714,5641414.239999999,4680919.72
1900-01-01 10:39:34,LMA,TRADE,t,7112,2.55,NASDAQ,444506,330711,113795,18135.6,450724,641613,966142,737826,5641414.239999999,4699055.319999999
1900-01-01 10:40:33,LMA,TRADE,b,7112,2.55,NASDAQ,451618,330711,120907,18135.6,457836,641613,973254,737826,5659549.839999999,4699055.319999999
1900-01-01 10:41:20,LMA,TRADE,b,78235,2.54,NASDAQ,529853,330711,199142,198716.9,536071,641613,1051489,737826,5858266.739999999,4699055.319999999
1900-01-01 10:41:37,LMA,TRADE,b,7112,2.55,NASDAQ,536965,330711,206254,18135.6,543183,641613,1058601,737826,5876402.339999999,4699055.319999999
1900-01-01 10:41:42,LMA,TRADE,t,7112,2.55,NASDAQ,536965,337823,199142,18135.6,543183,648725,1058601,744938,5876402.339999999,4717190.919999999
1900-01-01 10:42:27,LMA,TRADE,t,7112,2.55,NASDAQ,536965,344935,192030,18135.6,543183,655837,1058601,752050,5876402.339999999,4735326.519999999
1900-01-01 10:42:54,LMA,TRADE,t,7112,2.55,NASDAQ,536965,352047,184918,18135.6,543183,662949,1058601,759162,5876402.339999999,4753462.119999998
1900-01-01 10:43:36,LMA,TRADE,t,92459,2.55,NASDAQ,536965,444506,92459,235770.44999999998,543183,755408,1058601,851621,5876402.339999999,4989232.569999998
1900-01-01 10:44:19,LMA,TRADE,t,7112,2.55,NASDAQ,536965,451618,85347,18135.6,543183,762520,1058601,858733,5876402.339999999,5007368.169999998
1900-01-01 10:44:50,LMA,TRADE,t,7112,2.55,NASDAQ,536965,458730,78235,18135.6,543183,769632,1058601,865845,5876402.339999999,5025503.769999998
1900-01-01 10:45:15,LMA,TRADE,t,78235,2.55,NASDAQ,536965,536965,0,199499.25,543183,847867,1058601,944080,5876402.339999999,5225003.019999998
1900-01-01 10:46:01,LMA,TRADE,b,85347,2.54,NASDAQ,622312,536965,85347,216781.38,628530,847867,1143948,944080,6093183.719999999,5225003.019999998
1900-01-01 10:46:53,LMA,TRADE,t,14224,2.55,NASDAQ,622312,551189,71123,36271.2,628530,862091,1143948,958304,6093183.719999999,5261274.219999998
1900-01-01 10:47:11,LMA,TRADE,t,71123,2.55,NASDAQ,622312,622312,0,181363.65,628530,933214,1143948,1029427,6093183.719999999,5442637.869999998
1900-01-01 10:47:54,LMA,TRADE,b,7112,4.69,NASDAQ,629424,622312,7112,33355.280000000006,635642,933214,1151060,1029427,6126538.999999999,5442637.869999998
1900-01-01 10:48:07,LMA,TRADE,t,7112,4.7,NASDAQ,629424,629424,0,33426.4,635642,940326,1151060,1036539,6126538.999999999,5476064.269999999
1900-01-01 10:48:13,LMA,TRADE,b,7112,4.7,NYSE,636536,629424,7112,33426.4,522530,96213,1158172,1036539,6159965.399999999,5476064.269999999
1900-01-01 10:48:37,LMA,TRADE,t,7112,4.7,NASDAQ,636536,636536,0,33426.4,635642,947438,1158172,1043651,6159965.399999999,5509490.669999999
1900-01-01 10:49:36,LMA,TRADE,t,7112,10.05,NYSE,636536,643648,-7112,71475.6,522530,103325,1158172,1050763,6159965.399999999,5580966.269999999
1900-01-01 10:49:45,LMA,TRADE,b,7112,10.05,NASDAQ,643648,643648,0,71475.6,642754,947438,1165284,1050763,6231440.999999999,5580966.269999999
1900-01-01 10:49:52,S,TRADE,b,14224,5.39,NASDAQ,14224,0,14224,76667.36,656978,947438,1179508,1050763,6308108.359999999,5580966.269999999
1900-01-01 10:50:09,S,TRADE,t,14224,5.39,NASDAQ,14224,14224,0,76667.36,656978,961662,1179508,1064987,6308108.359999999,5657633.629999999
1900-01-01 10:51:01,ALY,TRADE,t,7112,9.42,NYSE,14224,21336,-7112,66995.04,522530,110437,1179508,1072099,6308108.359999999,5724628.669999999
1900-01-01 10:51:39,ALY,TRADE,t,7112,9.42,NASDAQ,14224,28448,-14224,66995.04,656978,968774,1179508,1079211,6308108.359999999,5791623.709999999
1900-01-01 10:52:26,ALY,TRADE,b,7112,9.42,NASDAQ,21336,28448,-7112,66995.04,664090,968774,1186620,1079211,6375103.399999999,5791623.709999999
1900-01-01 10:52:44,ALY,TRADE,b,7112,9.42,NASDAQ,28448,28448,0,66995.04,671202,968774,1193732,1079211,6442098.4399999995,5791623.709999999
1900-01-01 10:53:27,LMA,TRADE,t,7112,9.94,NYSE,643648,650760,-7112,70693.28,522530,117549,1193732,1086323,6442098.4399999995,5862316.989999999
1900-01-01 10:54:12,LMA,TRADE,b,7112,9.94,NASDAQ,650760,650760,0,70693.28,678314,968774,1200844,1086323,6512791.72,5862316.989999999
1900-01-01 10:54:45,ALY,TRADE,t,7112,9.41,NYSE,28448,35560,-7112,66923.92,522530,124661,1200844,1093435,6512791.72,5929240.909999999
1900-01-01 10:54:59,ALY,TRADE,t,7112,9.41,NYSE,28448,42672,-14224,66923.92,522530,131773,1200844,1100547,6512791.72,5996164.829999999
1900-01-01 10:55:00,ALY,TRADE,b,7112,9.41,NASDAQ,35560,42672,-7112,66923.92,685426,968774,1207956,1100547,6579715.64,5996164.829999999
1900-01-01 10:55:09,ALY,TRADE,t,7112,9.41,NASDAQ,35560,49784,-14224,66923.92,685426,975886,1207956,1107659,6579715.64,6063088.749999999
1900-01-01 10:55:16,ALY,TRADE,b,7112,9.41,NASDAQ,42672,49784,-7112,66923.92,692538,975886,1215068,1107659,6646639.56,6063088.749999999
1900-01-01 10:55:39,ALY,TRADE,b,7112,9.41,NASDAQ,49784,49784,0,66923.92,699650,975886,1222180,1107659,6713563.4799999995,6063088.749999999
1900-01-01 10:56:04,LMA,TRADE,b,56898,1.03,NASDAQ,707658,650760,56898,58604.94,756548,975886,1279078,1107659,6772168.42,6063088.749999999
1900-01-01 10:56:16,LMA,TRADE,t,7112,1.03,NASDAQ,707658,657872,49786,7325.360000000001,756548,982998,1279078,1114771,6772168.42,6070414.109999999
1900-01-01 10:56:46,LMA,TRADE,t,49786,1.03,NASDAQ,707658,707658,0,51279.58,756548,1032784,1279078,1164557,6772168.42,6121693.6899999995
1900-01-01 10:57:42,H,TRADE,b,28449,8.25,NASDAQ,56897,28448,28449,234704.25,784997,1032784,1307527,1164557,7006872.67,6121693.6899999995
1900-01-01 10:57:52,H,TRADE,b,28449,8.25,NYSE,85346,28448,56898,234704.25,550979,131773,1335976,1164557,7241576.92,6121693.6899999995
1900-01-01 10:58:50,H,TRADE,t,7112,8.26,NASDAQ,85346,35560,49786,58745.119999999995,784997,1039896,1335976,1171669,7241576.92,6180438.81
1900-01-01 10:58:51,H,TRADE,t,21336,8.26,NASDAQ,85346,56896,28450,176235.36,784997,1061232,1335976,1193005,7241576.92,6356674.17
1900-01-01 10:59:16,H,TRADE,t,28449,8.26,NASDAQ,85346,85345,1,234988.74,784997,1089681,1335976,1221454,7241576.92,6591662.91
